Region,ParishName,BEF1699,BeginPlaguePeriod,EndPlaguePeriod,VictimsNumber,geometry,centroid
SOUTHWEST,VÄSTRA SKRÄVLINGE,220,JUL 1712,OCT 1712,60,"POLYGON ((4186932.5262522623 3187710.9346344722, 4186323.381778946 3188030.839680993, 4185360.5921512293 3188516.423537637, 4184833.388833356 3188784.6504842085, 4184371.422516021 3189087.3304272513, 4183930.333213484 3189372.263663158, 4183939.696892207 3189616.0195327825, 4183945.6778535326 3189781.7426578905, 4183906.7602443565 3190021.578929094, 4184045.03695502 3190353.5661778697, 4184125.868041143 3190914.1699466305, 4184336.247225659 3190717.414976097, 4184517.6111155995 3190877.9436896346, 4184890.5788440737 3190713.830136929, 4185588.476835779 3190498.3368360354, 4185523.273855544 3190104.243920927, 4185853.691065315 3189985.270696593, 4185932.223310007 3190215.2053254438, 4186028.7865956724 3190223.0447563813, 4186157.9531701175 3190427.9307630155, 4186625.094771488 3190660.2537812768, 4186652.212198018 3190924.8970935247, 4186890.804330491 3190380.5013590488, 4186960.2492279625 3190123.6981555084, 4186975.9251955966 3189930.5711182873, 4187047.4384784484 3189887.7759366874, 4187098.3530157856 3189619.7503063274, 4187073.5842894847 3189326.1430817405, 4187206.7014649245 3189123.1104155565, 4187291.7884737053 3189032.8177782814, 4187415.500143624 3188945.6598478067, 4187358.094575357 3188814.643252891, 4187375.3355502053 3188602.2070659557, 4187296.798494774 3188372.2786751934, 4187184.5914001027 3188197.936716645, 4187080.473509579 3188043.6910199733, 4186932.5262522623 3187710.9346344722))",POINT (4185719.1008356446 3189427.7998739146)
SOUTHWEST,HÅSLÖV,181,AUG 1712,AUG 1712,1,"POLYGON ((4185307.1312655895 3174925.278951026, 4185409.4299400817 3174622.610310043, 4185899.7007817104 3174808.1520193876, 4186370.666397325 3174992.1252236334, 4186669.6802459653 3175259.3268921445, 4186524.5950429305 3175490.5048826043, 4186810.310615844 3175562.2710546823, 4186736.978180561 3175867.2964415657, 4187106.196042788 3175868.091893347, 4187385.6497109584 3176017.0924643646, 4187710.2830274715 3174410.8169761323, 4187590.5236458876 3174090.136518827, 4187564.1750870636 3173815.903819505, 4187630.723066121 3172995.3017856735, 4188200.8392385608 3172555.6545970417, 4188254.5890457365 3172491.99017105, 4188369.133235145 3172277.774976183, 4188397.834357332 3172163.49222087, 4188438.537563731 3172021.0303525156, 4187280.849763064 3171557.8955554212, 4187033.23971031 3171615.5543865454, 4187047.837222954 3172394.132147603, 4186651.2324454123 3172731.230840677, 4186510.3375762696 3172671.215571627, 4186377.273395303 3172514.6604278763, 4186192.024831852 3172402.4599854685, 4186135.9245024887 3172495.0841406374, 4186026.072613703 3172651.370654568, 4185956.145584345 3172674.850892941, 4185436.6546324207 3172729.8843014524, 4184606.965227109 3172176.7006403394, 4184554.7797667887 3172221.0535307303, 4184461.8835348426 3172407.864302318, 4184448.0386492163 3172698.263899593, 4184275.813808473 3173024.401066723, 4183237.110272868 3172891.5239318837, 4183237.083218999 3173251.0681409743, 4183157.4734852607 3173633.3079482424, 4183183.8047434 3173907.536860001, 4183558.21265635 3174083.687328445, 4184006.4688630197 3174188.088251453, 4184297.6579878973 3174192.2824556855, 4184844.2792953737 3174401.837363463, 4184783.9830532037 3174785.6539216307, 4185092.388364041 3174937.0088370913, 4185307.1312655895 3174925.278951026))",POINT (4186020.7311278344 3173631.8768184055)
SOUTHWEST,MAGLARP,188,AUG 1712,OCT 1712,6,"POLYGON ((4185580.020477302 3169165.5705578187, 4185920.7493696655 3169756.79427617, 4186436.8282469525 3169623.7419186714, 4186500.7537143696 3169434.5847967104, 4187302.0013980316 3169499.5588648906, 4187396.972951166 3169167.1624024804, 4188071.4180491366 3168998.3531802143, 4188129.077576297 3168886.4234392997, 4188871.0951011754 3168723.08452975, 4189135.654509716 3168695.944298197, 4189615.987532865 3168764.028140369, 4190199.1177513557 3168762.7034673644, 4190286.517405022 3168643.4648085907, 4190403.9257659675 3168633.545466387, 4190478.2601626012 3168075.982907606, 4190530.439429135 3168031.626434381, 4190536.680738698 3167594.870114155, 4190594.584186733 3167240.0375359347, 4190647.2780411025 3167069.404092945, 4189436.9415800874 3166776.985471459, 4188855.9122505714 3166632.7260874137, 4185643.706339433 3168140.742171667, 4186057.2221955094 3168912.7644020496, 4185580.020477302 3169165.5705578187))",POINT (4188167.43202952 3168105.117271895)
SOUTHWEST,RÄNG,202,SEP 1712,NOV 1712,3,"POLYGON ((4185580.020477302 3169165.5705578187, 4186057.2221955094 3168912.7644020496, 4185643.706339433 3168140.742171667, 4182400.8702847315 3169665.5653480287, 4181499.4711936694 3169398.068245143, 4181072.407625203 3169033.0300687905, 4180609.870322959 3168626.245356617, 4180137.685361142 3168218.6778456667, 4179603.3828962473 3168097.5673039793, 4178991.1541297883 3169534.5229633125, 4179191.767202306 3169696.566095729, 4179367.093211605 3169691.3685973687, 4179380.5814857287 3170362.932609993, 4179585.1166965375 3170476.7106354707, 4180059.4119616845 3170738.712792927, 4180980.621584175 3171241.055445678, 4181114.73786098 3171145.0543964743, 4181540.341819588 3170450.8200549036, 4182017.2496205457 3170800.476381843, 4182069.4348454443 3170756.12637672, 4182572.958208362 3171137.093190385, 4183088.5165966246 3171130.3472948642, 4183707.893870633 3171520.711388594, 4184059.0689735143 3171743.5521881967, 4184310.3210909567 3171880.546248413, 4184427.9876120896 3171987.266707531, 4184606.965227109 3172176.7006403394, 4185436.6546324207 3172729.8843014524, 4185956.145584345 3172674.850892941, 4186026.072613703 3172651.370654568, 4186135.9245024887 3172495.0841406374, 4186192.024831852 3172402.4599854685, 4186377.273395303 3172514.6604278763, 4186510.3375762696 3172671.215571627, 4186651.2324454123 3172731.230840677, 4187047.837222954 3172394.132147603, 4187033.23971031 3171615.5543865454, 4187280.849763064 3171557.8955554212, 4187270.424693712 3170488.1478412515, 4187098.486653609 3170211.8409367367, 4187156.9317925205 3170090.2570890496, 4186403.1635084758 3170038.8472955413, 4186436.8282469525 3169623.7419186714, 4185920.7493696655 3169756.79427617, 4185580.020477302 3169165.5705578187))",POINT (4183653.1090565706 3170338.338543662)
SOUTHWEST,SKANÖR,350,SEP 1712,NOV 1712,16,"POLYGON ((4175074.772629307 3169779.969595779, 4173698.960608664 3170328.900653243, 4173844.945955283 3170923.777856507, 4175278.0986135243 3173615.293289834, 4175865.1578621315 3173565.828803458, 4176652.2202217374 3171054.730254879, 4178082.874831113 3170189.528463097, 4179333.882538177 3170339.7066646228, 4179380.5814857287 3170362.932609993, 4179367.093211605 3169691.3685973687, 4179191.767202306 3169696.566095729, 4178991.1541297883 3169534.5229633125, 4179603.3828962473 3168097.5673039793, 4179135.870619896 3167991.592924068, 4177970.9033654504 3168577.16090332, 4177495.7985014278 3168684.3251532624, 4177460.0279493174 3168885.470800768, 4176293.526482888 3169130.801504013, 4175984.3302551415 3169348.600445793, 4175074.772629307 3169779.969595779))",POINT (4176423.427588498 3170543.8266619607)
SOUTHWEST,STORA HAMMAR,165,JAN 1713,JAN 1713,1,"POLYGON ((4180980.621584175 3171241.055445678, 4181008.7984945416 3171253.0600332087, 4181328.329322021 3172104.9633136285, 4181536.0413627643 3174454.0139748594, 4181276.214329721 3176337.5961380214, 4181752.4846247854 3175618.2751568025, 4182277.3325184537 3174300.405068917, 4183003.734808554 3174330.214415291, 4183488.7880056086 3174340.42922332, 4183558.21265635 3174083.687328445, 4183183.8047434 3173907.536860001, 4183157.4734852607 3173633.3079482424, 4183237.083218999 3173251.0681409743, 4183237.110272868 3172891.5239318837, 4184275.813808473 3173024.401066723, 4184448.0386492163 3172698.263899593, 4184461.8835348426 3172407.864302318, 4184554.7797667887 3172221.0535307303, 4184606.965227109 3172176.7006403394, 4184427.9876120896 3171987.266707531, 4184310.3210909567 3171880.546248413, 4184059.0689735143 3171743.5521881967, 4183707.893870633 3171520.711388594, 4183088.5165966246 3171130.3472948642, 4182572.958208362 3171137.093190385, 4182069.4348454443 3170756.12637672, 4182017.2496205457 3170800.476381843, 4181540.341819588 3170450.8200549036, 4181114.73786098 3171145.0543964743, 4180980.621584175 3171241.055445678))",POINT (4182485.9874313883 3172727.4783813185)
SOUTHWEST,BJÄLLERUP,185,OCT 1712,NOV 1712,13,"POLYGON ((4197096.942675753 3198897.468714349, 4196994.099640206 3198966.904957211, 4196819.735755818 3199079.1514243707, 4196584.291383267 3199225.3324389905, 4196338.92516029 3199254.0499657486, 4196232.166246275 3199371.7754816255, 4196176.046280903 3199464.44151719, 4195978.969740281 3199497.072397775, 4195955.738601675 3199543.7968364656, 4196017.864288722 3199616.8844603784, 4196465.794991513 3199847.629358989, 4196793.652968695 3200000.587792718, 4197501.568715706 3199902.4217219246, 4197541.513665344 3200129.257686891, 4198063.324855541 3200288.209135998, 4198731.579656671 3200439.580723937, 4198926.311724752 3200435.916743714, 4198958.951045368 3200632.9970751414, 4199434.044742777 3200768.710797195, 4199549.945738073 3200778.1014837283, 4200089.22917647 3200481.5297986274, 4200078.250519151 3200257.0395048806, 4200594.05677791 3200250.2156430767, 4200773.896554738 3200070.3481164873, 4200806.754650804 3199664.697463739, 4201052.124244041 3199635.9635065747, 4201123.884109068 3199350.1256071725, 4201141.876094138 3199127.985257644, 4201120.723874169 3199029.055961611, 4201039.786671563 3198828.0688136555, 4200952.591755949 3198704.347778881, 4200945.009283299 3198557.910512843, 4200931.679878299 3198362.400575795, 4200585.822224055 3198431.602355151, 4199948.899242098 3198253.6299985643, 4199535.411702507 3197957.6542687714, 4199309.610329232 3197744.9331829986, 4199286.89597944 3197665.3219864266, 4199075.98565335 3197628.791882964, 4199043.099373132 3197674.7342619305, 4198610.076226606 3197979.897652378, 4198519.756924254 3197894.808194076, 4198227.6702199 3197900.304522773, 4197976.829712525 3197996.6344218682, 4197524.219669882 3198183.5469892616, 4197587.673115745 3198840.0267997715, 4197444.367772096 3198808.9694823395, 4197301.845401436 3198768.2538660825, 4197187.514558862 3198739.5444165706, 4197096.942675753 3198897.468714349))",POINT (4198906.894005046 3199255.1252563177)
SOUTHWEST,DALBY,296,AUG 1712,AUG 1712,?,"POLYGON ((4207570.051204776 3200183.0259808167, 4207992.704005455 3198924.2159521314, 4207834.476825744 3198716.9824644118, 4207571.353821942 3198724.8622448556, 4207150.569956881 3198758.872657379, 4206910.67135583 3198720.0203430345, 4206470.791596022 3198509.440119092, 4206277.62366666 3198493.810173414, 4206223.801948126 3198197.80695756, 4205901.391016168 3197977.287090411, 4205673.220271829 3197793.55737136, 4205483.962961999 3197729.634527607, 4205246.414944418 3197661.8032191563, 4204777.34864091 3197691.8915064414, 4204429.14885793 3197790.088427841, 4203840.504164198 3197616.061872403, 4202799.961174377 3196899.934462924, 4202821.1159899505 3196998.860544931, 4202685.396252766 3197114.24988601, 4202372.429096255 3197137.5169431213, 4201438.052969745 3198111.766873844, 4201281.686716966 3198001.8886565715, 4201123.51759744 3198154.3436538675, 4200931.679878299 3198362.400575795, 4200945.009283299 3198557.910512843, 4200952.591755949 3198704.347778881, 4201039.786671563 3198828.0688136555, 4201120.723874169 3199029.055961611, 4201141.876094138 3199127.985257644, 4201123.884109068 3199350.1256071725, 4201052.124244041 3199635.9635065747, 4200806.754650804 3199664.697463739, 4200773.896554738 3200070.3481164873, 4200757.252357866 3200875.909844123, 4201462.083027401 3201176.048592858, 4201452.695403248 3201291.951425472, 4202008.982501807 3201385.615962274, 4202288.572577899 3201534.6446145275, 4205283.332572773 3202010.438094788, 4206083.400450557 3201734.9176000804, 4206330.342998832 3201686.8471271815, 4206527.427953744 3201654.185377471, 4206902.279950811 3201587.2969761416, 4207289.573964833 3201006.144329622, 4207322.176490399 3200843.508067804, 4207382.192110857 3200702.533992003, 4207357.34182842 3200408.8649433986, 4207570.051204776 3200183.0259808167))",POINT (4204147.148175012 3199692.549848525)
SOUTHWEST,LUND,1469,JUL 1712,DEC 1712,?,"POLYGON ((4196478.873691419 3202084.7006061096, 4196349.657824117 3201879.7859491827, 4196101.932555391 3201937.4767509396, 4195569.153523511 3201913.721891368, 4195756.318035584 3201763.6257071565, 4195274.4479169445 3201112.077743677, 4195432.635464589 3200959.634391663, 4195305.51347491 3200609.0659904825, 4194587.684355547 3199870.3426208794, 4194233.9871634436 3200036.0910150204, 4193428.4409632487 3200379.0645959973, 4193487.6878362205 3200607.4681808585, 4193510.9098713114 3200920.445868676, 4193471.75104646 3201043.651949864, 4193323.2181226886 3201196.8732388066, 4193164.2428371734 3201358.969131476, 4193312.763456444 3201565.4526995397, 4193446.1551323757 3201479.0550468955, 4193619.7346631167 3201736.180331018, 4194177.814954299 3202286.9846903402, 4194247.2484570537 3202389.835646043, 4194422.399758421 3202627.646724969, 4194418.48299027 3202675.9389964994, 4194346.422048988 3203204.8060053, 4194134.6706748297 3204616.789290099, 4194093.145264583 3205128.7032240815, 4194201.4855898246 3204991.656523157, 4194431.203130539 3205156.1253620945, 4194319.20231037 3205458.1564896, 4194726.430221586 3205831.473742803, 4195355.827584639 3205863.0776260253, 4195427.622915688 3205577.226461802, 4195970.612842231 3205475.424404174, 4195981.041286246 3206545.7471670904, 4195990.959705578 3206663.222795112, 4196962.353338483 3207033.6721025575, 4197691.74289677 3206071.931760699, 4197899.275930791 3205670.686543319, 4198335.243497094 3205929.6448204867, 4198418.779731927 3205858.6356296777, 4198511.455997754 3205914.7603803715, 4198844.286911089 3205406.9981519524, 4199077.921977683 3205163.4266392547, 4199153.628521463 3205189.007121882, 4199230.635145492 3205078.5784423333, 4199095.926460047 3204941.2695786045, 4199020.48548335 3205032.3798665977, 4198500.984809799 3204844.4388322067, 4198489.231231345 3204629.5937124863, 4198406.733914724 3204447.904771064, 4199294.273724221 3203693.439661433, 4198973.436032291 3203453.5505481497, 4198995.352786107 3203183.105451042, 4198477.430935456 3202975.855297864, 4198116.664229345 3202868.838786841, 4197813.067912184 3202776.1767138466, 4197630.073327831 3202634.956937758, 4197255.474224304 3202458.7613441925, 4196915.071158392 3202100.6190176215, 4196761.0559069505 3201961.7480664495, 4196478.873691419 3202084.7006061096))",POINT (4196120.42689378 3203671.627185195)
SOUTHWEST,SANKT PETERS KLOSTER,213,SEP 1712,NOV 1712,8,"POLYGON ((4192849.4240812957 3201644.527437051, 4192785.462088254 3201833.77480115, 4192673.2082010456 3202019.1047145966, 4192487.605224753 3202149.8745117453, 4192215.07688943 3202273.5911134416, 4192014.074293417 3202354.50087293, 4191828.469394436 3202485.268972454, 4191671.8387968056 3202618.3878619503, 4191450.7343921387 3202707.3867865675, 4191159.4173217746 3202703.189589401, 4190863.3974505 3202756.9409455433, 4190641.2566359853 3202738.9118380514, 4190581.4875800265 3202636.8417648226, 4190396.1614063997 3202524.581068456, 4190278.4435102474 3202417.807711115, 4190068.314498782 3202371.586384187, 4189872.014463198 3202394.5398819786, 4189818.702413308 3203051.3010510206, 4189884.208590421 3203202.447846437, 4190125.350711922 3203824.7873312053, 4190911.042252888 3204326.0560758533, 4190840.768685202 3204952.2952973004, 4192910.388071606 3204128.5804015757, 4193217.3679580963 3204299.318926129, 4193520.175908693 3204401.6626383886, 4194134.6706748297 3204616.789290099, 4194346.422048988 3203204.8060053, 4194418.48299027 3202675.9389964994, 4194422.399758421 3202627.646724969, 4194247.2484570537 3202389.835646043, 4194177.814954299 3202286.9846903402, 4193619.7346631167 3201736.180331018, 4193446.1551323757 3201479.0550468955, 4193312.763456444 3201565.4526995397, 4193164.2428371734 3201358.969131476, 4193086.9771518395 3201352.7013222845, 4192977.075606242 3201509.0561192855, 4192849.4240812957 3201644.527437051))",POINT (4192329.079536525 3203268.2409175825)
SOUTHWEST,STÅNGBY,137,NOV 1712,NOV 1712,1,"POLYGON ((4194622.343313879 3210470.5323422593, 4195082.61264205 3210430.0871381876, 4195119.225487487 3208780.1414281256, 4195111.402752147 3208516.9888061625, 4194922.404306589 3208209.972471969, 4194896.046979927 3207935.595999378, 4193851.778147694 3208463.415760971, 4192924.7460700884 3208504.868721988, 4191991.753799802 3208020.79519795, 4191217.2414015 3207500.9650661065, 4191117.98288817 3208124.8820438883, 4190980.119319608 3208385.9275465286, 4191372.1568079055 3209185.854728991, 4191604.9806857132 3209671.454407648, 4191821.9075366864 3209873.7994026784, 4192024.2211437933 3210016.6201984277, 4192311.9024637383 3210185.8157696472, 4192487.8435346885 3210414.003404408, 4192807.8944288725 3210663.6105455146, 4194622.343313879 3210470.5323422593))",POINT (4193214.8200503234 3209257.493918761)
SOUTHWEST,VEBERÖD,519,JUN 1712,AUG 1712,?,"POLYGON ((4213130.584621072 3190804.364249355, 4212952.360404495 3190964.937009492, 4212851.882711809 3191005.422321684, 4212629.7573954305 3190987.475279068, 4212531.620584171 3190998.987234231, 4212457.774527633 3191070.7858033804, 4212397.7810538085 3191211.7485059695, 4212247.453856817 3191267.646391717, 4212191.361725945 3191360.3209092603, 4212048.05786201 3191329.2995310863, 4211920.947720543 3191338.4693035684, 4211806.421004514 3191552.7908201916, 4211849.246148084 3191624.2967798267, 4211843.002498963 3191701.5582180223, 4211365.570988757 3192557.288394398, 4211048.625095041 3192269.208849018, 4211119.224913171 3193801.101659777, 4211663.68214623 3193679.849754008, 4211170.616393969 3194728.761128908, 4211140.950397946 3195095.768905465, 4211136.845684253 3195387.074631997, 4211075.282691571 3195547.360023808, 4209914.652983216 3197397.810378152, 4210447.427012096 3197421.4442670625, 4210640.595432797 3197437.0617104494, 4211222.241586262 3197697.958881534, 4211496.381307137 3197914.5522907525, 4211536.86639537 3198015.041460763, 4211613.239816989 3198633.6825822946, 4211669.1387474565 3198784.0276794177, 4211793.13980479 3198813.4949228726, 4211909.043818947 3198822.863887252, 4212111.585854913 3198722.574304403, 4212409.152683164 3198649.408159944, 4212735.695132095 3198578.5825118525, 4212786.330310362 3198553.5095462278, 4212838.52665205 3198509.1192078437, 4212915.504334985 3198398.6794017176, 4213143.701401823 3198582.3910673917, 4213439.804238961 3197925.7986645056, 4214426.648187083 3198345.7968255407, 4214679.820980078 3198220.4249836947, 4214793.6793701695 3198375.4499052335, 4214694.472108156 3199242.3995587993, 4214690.570263588 3199290.693794375, 4214429.690027734 3199872.375914595, 4214831.654624073 3199710.4134949837, 4214967.070238523 3199478.3052045247, 4214955.5558609255 3199380.1557235597, 4214853.4009704925 3199080.2458164217, 4215190.172180004 3198281.0980278905, 4215530.460046424 3197919.7169202734, 4215549.964858142 3197678.250009146, 4215868.589915371 3197344.284938428, 4216452.857702775 3196730.4046501536, 4216723.480059064 3196509.2208049544, 4216469.007106771 3195808.167078826, 4215997.67290638 3195264.590444213, 4215828.091937444 3194716.223197908, 4216063.145134851 3193490.8959378754, 4215928.545742884 3192148.250864008, 4216120.144229914 3192183.1647421443, 4216077.495309338 3191868.6527191866, 4215693.520469433 3191808.4827865167, 4215403.670394955 3191425.4051401303, 4215450.58257949 3191205.6161354, 4215628.023155114 3191054.693065315, 4215632.104898351 3190763.401391953, 4215555.3243751265 3190630.8321879613, 4215419.818216243 3190503.241387704, 4215282.752695858 3190394.9659458594, 4215294.451645705 3190250.1014248435, 4215325.465692842 3190106.7970295465, 4215324.088490441 3189883.1126049, 4215183.124568042 3189823.126018753, 4215034.361498745 3189859.714796398, 4214620.831780406 3189563.862821608, 4214482.024091505 3189717.9004789707, 4214504.756531744 3189797.5007329714, 4214332.592097372 3190123.8144796467, 4214232.116115939 3190164.301724086, 4214197.682894995 3190229.564530481, 4214239.730212529 3190310.7255805465, 4214334.746005205 3190337.8414419633, 4214846.599311262 3190379.182871357, 4214693.7496219855 3190707.0602934645, 4214548.884756083 3190695.359746153, 4214361.192266613 3190612.1550710187, 4214135.35346253 3190399.500711753, 4214052.819308537 3190217.863251013, 4213985.216339623 3190212.402554533, 4213811.380245265 3190198.3604731206, 4213662.616216523 3190234.9461909714, 4213496.097331697 3190250.6561231227, 4213273.973794796 3190232.711813492, 4213292.803794228 3190360.6005837186, 4213279.540240138 3190524.779288326, 4213215.6478539575 3190714.0300512877, 4213130.584621072 3190804.364249355))",POINT (4213592.589770676 3194680.188944844)
SOUTHWEST,BÖRRINGE,359,AUG 1712,AUG 1712,5,"POLYGON ((4204085.73955019 3178127.746020792, 4203815.385247508 3178105.8792300792, 4203685.247315765 3178513.257107512, 4203001.548933511 3178555.1386109553, 4203537.991884488 3179492.6627477626, 4203102.399962133 3180672.2919442374, 4203145.837483981 3181336.7026380575, 4202711.102314872 3181544.5072697448, 4202103.060252497 3181611.9367236486, 4201958.221823151 3181600.216235277, 4201596.768284922 3181502.9319734653, 4201210.759187453 3181228.715561552, 4200913.27016557 3181301.82921475, 4200801.081721235 3181487.1304205596, 4200847.5713503705 3181753.308978192, 4201189.434317463 3181732.382405838, 4201641.195529184 3181914.7309001707, 4202061.647622114 3182123.7012799555, 4202223.734619469 3182282.6058063777, 4202084.923094039 3182436.599913793, 4201722.620781325 3183670.7921927636, 4201631.3042869065 3183838.351226283, 4201919.426935185 3183881.1085738037, 4202189.800669052 3183902.9895247202, 4202492.548478815 3184005.244995321, 4202666.360869489 3184019.3101373473, 4202822.925093334 3183886.1870356724, 4202983.395395356 3183704.7825710704, 4203751.833019196 3184418.1636451436, 4203443.952843113 3184859.793642254, 4204255.438094617 3185401.7118655466, 4204263.032636419 3185548.1220857073, 4204183.4999397695 3185930.477895763, 4204238.877277806 3186207.1126883724, 4204018.399563262 3186529.4690596727, 4204576.923530825 3186594.0962860845, 4204787.026996647 3186640.253288306, 4204920.159557858 3186796.822037745, 4205135.865273358 3187494.6700257827, 4205858.49661125 3187212.923553923, 4206120.864323227 3187574.3457486606, 4206188.675135857 3187336.8293631, 4206422.498077465 3187209.940346978, 4206498.117199936 3186875.856505693, 4206504.365088657 3186798.602123009, 4206761.19386571 3186867.972273505, 4207143.693434165 3186344.867520729, 4206805.916790925 3186074.5560867945, 4206787.098546149 3185946.67628022, 4206847.095475152 3185805.7305834657, 4206997.411705247 3185749.8471419197, 4207420.457091535 3185686.8566164123, 4207491.957862862 3185644.0388692296, 4207524.831871015 3185598.0978870806, 4207675.928173778 3185532.5562609527, 4207784.206201206 3185395.513925212, 4207816.792159421 3185232.912437058, 4207876.786274695 3185091.966692727, 4208064.658023272 3184932.2004488115, 4208179.179600068 3184717.905621837, 4208262.388762943 3184530.2388389353, 4208442.3650397025 3184107.4042348885, 4209237.413216922 3184492.418225009, 4209380.701163743 3184523.4390331204, 4209973.365322587 3184406.104017739, 4210234.290135527 3184184.198693512, 4210608.94705411 3184719.899118348, 4210971.706595141 3184681.1739532575, 4211386.752181466 3184957.7039440433, 4211742.682998237 3184762.906487463, 4211802.669339611 3184621.9565003593, 4211796.618846259 3184456.2321449053, 4211960.782700229 3184469.494824976, 4212016.86759392 3184376.828543991, 4212113.434531883 3184384.6298347083, 4212206.100963652 3184440.7145315646, 4212277.893912724 3184514.552418905, 4212364.319891974 3184647.890981948, 4212474.740231968 3184724.8493677895, 4213171.8848535335 3184878.3603890114, 4213340.136190438 3184600.356337141, 4212969.465805744 3184376.02179847, 4212726.48763437 3184375.834678492, 4212387.72265284 3184358.189223999, 4212096.166287304 3184237.439148657, 4211926.541875677 3184291.7736582835, 4211692.926865131 3184175.7030607495, 4211648.544498031 3184123.5189526235, 4211551.874936602 3183756.0818476807, 4211636.929262079 3183665.757307835, 4211755.338948113 3183403.1748872786, 4211764.700484257 3183287.296363596, 4211591.073513413 3183030.280856987, 4211376.775976779 3182915.7725861077, 4211320.883223657 3182765.4645660305, 4210616.157558379 3182465.5388881536, 4210279.060634548 3181825.98000184, 4210063.499108503 3180885.232226355, 4209320.666160329 3179493.6913034874, 4208731.947196353 3179562.7420442663, 4208712.344029283 3179444.530094773, 4208654.897770451 3179313.5409720456, 4207938.622919896 3178555.8899878087, 4207557.857186679 3178457.0812594476, 4207469.105103393 3178352.719292377, 4207567.914074957 3177971.9558090805, 4207326.724199386 3177709.4922630005, 4207226.064218785 3177992.9168430446, 4205866.554328649 3178339.787621603, 4205422.604133735 3178060.922460983, 4205445.116891582 3178383.460776342, 4204826.948699301 3178576.4406219153, 4204720.947547151 3178324.8995984336, 4204337.279423585 3178021.74728123, 4204085.73955019 3178127.746020792))",POINT (4206443.916011617 3182376.392602373)
SOUTHWEST,GRÖNBY,185,MAY 1712,JUN 1712,3,"POLYGON ((4205186.159469706 3176778.3841765337, 4205133.0683321385 3177434.9534362955, 4205422.604133735 3178060.922460983, 4205866.554328649 3178339.787621603, 4207226.064218785 3177992.9168430446, 4207326.724199386 3177709.4922630005, 4207309.464728508 3177562.3169121025, 4207412.464773871 3177249.9270738987, 4207451.287083661 3177010.0997223733, 4207453.047888463 3176747.840416685, 4207627.5354159055 3176392.6391142793, 4207805.14230842 3175998.817164252, 4207824.650968145 3175757.432673958, 4207815.193319658 3175513.70797768, 4207912.432512029 3175152.268444096, 4208073.063643463 3174727.925311458, 4208206.287269369 3174281.9328471785, 4208281.870611154 3173947.9031915073, 4208293.573602511 3173803.076182898, 4208388.56448383 3173830.1883382946, 4208439.081605262 3173445.5443730946, 4208333.263809418 3172951.089579333, 4207771.225551082 3173051.4436607407, 4207900.544401682 3172653.7366754143, 4206299.4793417975 3172864.4690252473, 4205778.6061547175 3172696.0306385015, 4205724.290333423 3172526.434662944, 4205618.289663471 3172274.9176865774, 4205489.0775705995 3172070.114501804, 4205126.387488493 3172108.818763875, 4205207.863622609 3173505.0750960866, 4205288.59662775 3173948.9165755184, 4205311.892454359 3174261.7808004357, 4205363.372845489 3174586.6433934937, 4205407.622228923 3175241.344615913, 4205347.636544185 3175382.2693981878, 4205381.860856601 3175559.966657499, 4205213.6119581545 3175837.914023716, 4205186.159469706 3176778.3841765337))",POINT (4206547.636399502 3175188.4691536776)
SOUTHWEST,LILLA BEDDINGE,231,AUG 1712,SEP 1712,6,"POLYGON ((4212038.606264773 3168945.381003734, 4212268.15673883 3168750.1276895003, 4212455.66842971 3168473.7399452208, 4212662.965157639 3168072.622554782, 4212686.171158471 3168025.9085692572, 4208629.581337958 3165434.2180507933, 4208592.04135313 3165538.073157068, 4209654.297639254 3168266.963240655, 4209479.848036561 3168622.1361582144, 4209458.792643564 3168882.8079061513, 4210201.710350318 3169069.1408315613, 4210170.520080797 3169455.3250626414, 4210311.440812177 3169515.2946308423, 4210328.7084767185 3169662.453701143, 4210464.171591582 3169790.0060309763, 4210703.1997181615 3169838.4633020675, 4211153.07291454 3169923.3820882337, 4211377.5333660375 3169309.860130289, 4211708.310284307 3169064.4763015327, 4212038.606264773 3168945.381003734))",POINT (4210585.4892176185 3167891.3264763635)
