Region,District(Härad),ParishName,G_NAME,BEF1699,BEF1718,AV_BEF,BeginPlaguePeriod,EndPlaguePeriod,VictimsNumber,geometry,area_m2,area_km2,centroid
SOUTHEAST,ALBO,ANDRARUM,ANDRARUMS,1100,1241,1170.5,,,,"POLYGON ((4238250.249027311 3208074.00276449, 4238293.112135405 3208145.5162976766, 4238342.859318493 3208373.160301059, 4238439.689685233 3208740.7238185997, 4238850.229164001 3209318.280648393, 4238916.302495707 3209343.044242479, 4239184.482841608 3209393.7923023887, 4239273.321691879 3209498.1768592475, 4239232.678856195 3209640.762852477, 4239079.987823851 3209725.7153469375, 4238979.489158201 3209766.2481618198, 4238999.144835467 3209884.5147647657, 4240568.29797558 3211410.991221347, 4240859.8231043955 3212017.883916643, 4241253.978208979 3213041.4533529812, 4241528.392671809 3213014.903167186, 4241750.275805952 3212916.0573501117, 4241916.518972025 3212783.563603967, 4241978.813610294 3212613.5375993806, 4242005.906929727 3212518.474527145, 4242083.200518126 3212524.690386004, 4242192.925251833 3212611.307714903, 4242268.665086781 3212636.8468296705, 4242420.583352828 3212561.5454658545, 4242519.531283362 3212540.3295350405, 4242679.994887849 3212358.7488827202, 4242782.049963613 3212298.8857986033, 4242929.305910203 3212281.5536046987, 4243023.592348339 3212318.3071225057, 4243249.598866542 3212530.962135096, 4243338.448278384 3212635.347684621, 4243485.705003107 3212618.014260637, 4243561.104998586 3212526.8341198154, 4243604.848641518 3212345.591390129, 4243779.195455579 3212233.1936065773, 4244095.70214127 3212287.809997414, 4244384.000943099 3212330.433336704, 4244453.186433232 3212316.5463002655, 4244395.742917378 3211942.4112744024, 4244337.865260582 3211694.6564035118, 4244306.642885144 3211478.217202871, 4244071.315757925 3211381.508257643, 4243907.06861958 3211368.304893047, 4243758.261266318 3211404.9625020563, 4243742.4804385025 3211238.3854794567, 4243897.500816737 3211124.4354233476, 4243980.22992295 3211063.0178595027, 4243930.462361331 3210835.3658912964, 4243961.435210558 3210691.996549721, 4243907.007902961 3210522.3146961336, 4243888.120001308 3210394.3856902774, 4243828.256432378 3210292.334630831, 4243666.000811232 3210133.4332509474, 4243637.110698071 3209888.0150376884, 4243647.301289824 3209519.3304126146, 4243670.600870907 3209229.4913043915, 4243712.78757796 3209067.5795933157, 4243695.453346341 3208920.330925164, 4243635.591095815 3208818.2821532553, 4243516.208483425 3208730.896034364, 4243456.346655036 3208628.847451451, 4243456.440663932 3208385.764788235, 4243485.082715354 3208271.384289071, 4243620.773654663 3208155.885730255, 4243359.676158821 3207775.126120425, 4243622.94786741 3207524.0321643325, 4243851.022120091 3207347.8963095113, 4244028.026698364 3207323.230092915, 4244254.112840955 3207292.784908991, 4244320.187038772 3207317.542459745, 4244440.181276768 3206792.3994084233, 4244451.828145737 3206647.4851222844, 4244436.045068348 3206480.9199464116, 4244443.809566317 3206384.3108298793, 4244386.277165048 3206253.284049566, 4244776.682835724 3205992.9618403194, 4244733.813307913 3205921.453907279, 4244693.2730505485 3205820.9635292133, 4244566.129456144 3205830.191941412, 4244442.435232629 3205917.4832118303, 4244295.193364718 3205934.8190671615, 4244158.045617664 3205826.563858098, 4244040.996398934 3205710.2007779097, 4243880.645469077 3205648.6964334105, 4243789.473288774 3205573.3059033807, 4243722.281952778 3205441.5038901325, 4243614.118355495 3205335.578179236, 4243554.166593595 3205476.606588753, 4243507.415966836 3205453.402357907, 4243490.0820137495 3205306.161705714, 4243335.945209419 3205167.3709986177, 4243173.701541235 3205008.4823863455, 4243109.9598284485 3204954.7429460785, 4242644.790398328 3204693.7173637673, 4242878.386373895 3204206.899704973, 4242739.632307929 3203272.068925572, 4242204.331127243 3203520.720162892, 4241884.177698433 3203028.28396196, 4241826.65246654 3202897.262597238, 4241681.747574197 3202885.6118689543, 4241517.182787764 3202755.706883477, 4241326.307191725 3202711.1908621658, 4241233.58824989 3202655.121692629, 4241069.363613932 3202641.916230982, 4240910.476739657 3202804.149020444, 4240118.905367241 3203216.906326569, 4240010.647625438 3203354.04161265, 4239714.621646972 3203408.0144079076, 4239554.17586109 3203589.5658216896, 4239399.945788834 3203693.834253858, 4239131.010027133 3203652.7550256434, 4239314.89205971 3203784.221317137, 4239554.070337366 3203832.629224258, 4239696.875808209 3204233.0329257837, 4239614.152821322 3204294.4396625515, 4239225.296587528 3204535.4032148267, 4238962.909600262 3204533.7413224773, 4238853.092942042 3204690.1977311485, 4238593.704916062 3204892.95908588, 4238477.668815099 3205126.699752609, 4238419.928581286 3205481.8086912585, 4238282.681722123 3205616.6129158447, 4238276.463371233 3205693.8977455273, 4238106.679997338 3205991.3781306082, 4237606.545555342 3206165.04404229, 4237455.53077099 3205987.5971642225, 4237343.375806104 3206173.0355326757, 4237283.410798294 3206314.0581038776, 4237291.0702688005 3206460.5231311093, 4237350.920526449 3206562.572261183, 4237460.960806767 3206765.8934619813, 4237570.887206911 3207212.2896527722, 4237524.800819421 3207422.4952087933, 4237545.8938573515 3207764.512375987, 4237709.3513533315 3207787.3900138005, 4237782.751260986 3207841.91399579, 4237890.907794931 3207947.8522181916, 4238126.988996747 3208034.9139270303, 4238250.249027311 3208074.00276449))",26536298.984281775,26.536298984281775,POINT (4221373.628709312 3182453.5646354863)
SOUTHEAST,ALBO,BRÖSARP,BRÖSARPS,480,541,510.5,,,,"POLYGON ((4245792.552791927 3211743.503504224, 4246307.643779451 3211989.1013319297, 4246682.4697543895 3212165.081290935, 4246891.494310738 3212347.1868988527, 4247026.247163389 3212727.5342107806, 4247099.577935262 3213025.154210428, 4247082.49977699 3213237.717006636, 4246983.467700224 3213502.0420167926, 4246819.129552405 3213731.947414321, 4246780.827368299 3213845.5627554962, 4246703.100470382 3213965.7348724552, 4246847.946819019 3214220.484729712, 4246894.704598909 3214243.690646308, 4247187.672872046 3214228.3318572133, 4247384.796369818 3214195.5470228796, 4247510.4037601985 3214205.63841966, 4247561.043048436 3214180.53332947, 4247781.371636759 3214100.9892590772, 4248101.7735784855 3214107.279228662, 4248250.58604095 3214070.6109552244, 4248463.23112614 3213844.5808827146, 4248675.874760647 3213618.55071489, 4248903.534507345 3213568.765443656, 4249199.604428074 3213514.749290951, 4249271.118764381 3213471.870870562, 4249282.758394059 3213326.9401284787, 4249197.777787322 3213174.249961592, 4249078.02954798 3212970.1461959463, 4248964.063926932 3212815.12869827, 4248908.070392852 3212664.767493207, 4248915.830433871 3212568.1482268046, 4248995.103711069 3212428.6515205842, 4249101.034379461 3212320.4685401707, 4249163.311065115 3212150.4345273497, 4249086.091502379 3211901.1287504495, 4249074.52743379 3211802.9586105067, 4249082.286979449 3211706.3405243075, 4248919.588394262 3211673.825548692, 4248846.174009376 3211619.3087787614, 4249001.263605165 3211262.2495003617, 4249211.494082445 3211308.3053305685, 4249528.780185882 3211353.233552948, 4249740.563210538 3211379.964322824, 4249924.560870511 3211268.3263316536, 4249945.507851956 3211007.4591832235, 4249908.836416534 3210858.654385131, 4249823.8567034835 3210705.9708485776, 4249714.12323567 3210619.367576244, 4249520.890042619 3210603.8507038495, 4249375.965252334 3210592.212694804, 4249554.251534298 3210188.4006625228, 4249730.208018077 3209813.574958902, 4249846.2181704035 3209579.794457069, 4249890.7181814695 3209388.8915969734, 4249695.160991841 3209402.3604294173, 4249163.705745848 3209602.7785192626, 4249084.936139085 3209372.8055055006, 4249233.811020008 3209093.048213241, 4250101.014360042 3209191.853929753, 4250326.753744153 3209044.674703452, 4250753.831343101 3208933.1063939435, 4251168.91968172 3208849.744185378, 4251346.703671483 3208815.3969435217, 4251505.584935476 3208653.1238377914, 4251650.571040094 3208421.669759621, 4251859.308488358 3208243.951192539, 4252087.367602627 3208067.7831516857, 4252241.5929683875 3207963.477818329, 4252361.82471911 3207798.102665238, 4252415.5589757925 3207734.3501218446, 4252427.128028422 3207832.514278727, 4252488.554628509 3207915.2326565795, 4252614.152360449 3207925.312186005, 4252822.825962423 3207990.676237126, 4252999.056759882 3207975.6474691574, 4252991.363289173 3207829.176250828, 4252850.319389539 3207769.240061922, 4252668.722328642 3207608.8137227343, 4252554.755219276 3207453.814755818, 4252544.736641952 3207336.3285856126, 4252475.975156599 3207223.8518801387, 4252234.443694137 3207204.467988339, 4252018.019193813 3207235.715722832, 4251776.488022505 3207216.330205157, 4251465.422049972 3207094.1277917963, 4251259.07944857 3206999.7773236507, 4250970.79482679 3206957.189222644, 4250679.408382849 3206953.244655733, 4250457.201517306 3206935.405852718, 4250316.162282688 3206875.465686067, 4250312.352631532 3206680.6916373097, 4250292.676825655 3206562.431350304, 4250153.965450644 3206473.5080077737, 4249993.605321539 3206412.016447148, 4249900.872971914 3206355.9543712307, 4249996.0017251745 3206139.9554722128, 4250028.5098694 3205977.26928582, 4249879.785990268 3205770.863127074, 4249605.470677975 3205554.373469309, 4249518.9454344055 3205421.024326202, 4249549.902738252 3205277.6620020233, 4249538.337882853 3205179.501634504, 4249418.176325791 3205101.791346108, 4249134.556247566 3205001.2326472546, 4248928.223787764 3204906.8792303614, 4248746.570908159 3204989.523482111, 4248390.67186203 3204941.496371015, 4248273.115290965 3205194.5804322087, 4248332.982629413 3205296.6201449153, 4248431.419008641 3205644.8377854996, 4248504.677913977 3206185.5011085276, 4248379.084955466 3206175.4147024914, 4248293.61230255 3206392.186675012, 4248054.414685974 3206343.8056019885, 4247870.429075653 3206455.4316736353, 4247380.394346819 3206503.5807415084, 4247179.413565141 3206584.669845919, 4247030.617932886 3206621.3337540734, 4246765.890008215 3206648.683892873, 4246682.39280173 3206719.7629555943, 4246674.631360195 3206816.3732391396, 4246688.520412177 3206885.5528126233, 4246713.622826364 3206936.1864945283, 4246725.1834921 3207034.3493873123, 4246670.668939004 3207107.7572081257, 4246572.505881785 3207119.3177317316, 4246406.715322176 3207125.4447890385, 4246302.342570356 3207214.293518834, 4246296.049630469 3207534.6623304044, 4246373.338625107 3207540.8720608368, 4246776.777807973 3207602.455177715, 4246973.88146966 3207569.6722542006, 4247037.97663611 3207740.121036881, 4246931.193874993 3208101.037572981, 4246426.911845973 3207963.2878163974, 4246263.447958468 3207940.4307625806, 4246070.224457662 3207924.905718528, 4245901.757465542 3207843.304591176, 4245793.586655374 3207737.3776023337, 4245755.372921709 3207607.901434771, 4245718.71190672 3207459.1033180584, 4245622.100985012 3207451.340240977, 4245376.692114318 3207480.237388575, 4245264.640930317 3207422.6156887542, 4245085.306918827 3207476.2684397288, 4244855.338015406 3207555.0218543117, 4244631.147451731 3207682.8564191656, 4244320.187038772 3207317.542459745, 4244254.112840955 3207292.784908991, 4244028.026698364 3207323.230092915, 4243851.022120091 3207347.8963095113, 4243622.94786741 3207524.0321643325, 4243359.676158821 3207775.126120425, 4243620.773654663 3208155.885730255, 4243485.082715354 3208271.384289071, 4243456.440663932 3208385.764788235, 4243456.346655036 3208628.847451451, 4243516.208483425 3208730.896034364, 4243635.591095815 3208818.2821532553, 4243695.453346341 3208920.330925164, 4243712.78757796 3209067.5795933157, 4243670.600870907 3209229.4913043915, 4243647.301289824 3209519.3304126146, 4243637.110698071 3209888.0150376884, 4243666.000811232 3210133.4332509474, 4243828.256432378 3210292.334630831, 4243888.120001308 3210394.3856902774, 4243907.007902961 3210522.3146961336, 4243961.435210558 3210691.996549721, 4243930.462361331 3210835.3658912964, 4243980.22992295 3211063.0178595027, 4243897.500816737 3211124.4354233476, 4243742.4804385025 3211238.3854794567, 4243758.261266318 3211404.9625020563, 4243907.06861958 3211368.304893047, 4244071.315757925 3211381.508257643, 4244306.642885144 3211478.217202871, 4244728.305504859 3211434.3178054653, 4245181.62597063 3211480.4765153057, 4245370.976645851 3211544.314592588, 4245792.552791927 3211743.503504224))",26536298.984281775,26.536298984281775,POINT (4221373.628709312 3182453.5646354863)
SOUTHEAST,ALBO,ELJARÖD,ELJARÖDS,320,361,340.5,JAN 1713,UNDEFINED,3,"POLYGON ((4244692.077621438 3203779.020550321, 4244526.29572811 3203785.143807671, 4244377.505803983 3203821.801031623, 4244225.443890752 3203294.2668023813, 4244248.735152629 3203004.4534997414, 4243970.568791582 3202836.2558100577, 4243744.4977834765 3202866.700117918, 4243666.690756369 3203229.9135604454, 4243473.641861102 3203817.215794593, 4243301.463256376 3204386.753995766, 4242878.386373895 3204206.899704973, 4242644.790398328 3204693.7173637673, 4243109.9598284485 3204954.7429460785, 4243173.701541235 3205008.4823863455, 4243335.945209419 3205167.3709986177, 4243490.0820137495 3205306.161705714, 4243507.415966836 3205453.402357907, 4243554.166593595 3205476.606588753, 4243614.118355495 3205335.578179236, 4243722.281952778 3205441.5038901325, 4243789.473288774 3205573.3059033807, 4243880.645469077 3205648.6964334105, 4244040.996398934 3205710.2007779097, 4244158.045617664 3205826.563858098, 4244295.193364718 3205934.8190671615, 4244442.435232629 3205917.4832118303, 4244566.129456144 3205830.191941412, 4244693.2730505485 3205820.9635292133, 4244733.813307913 3205921.453907279, 4244776.682835724 3205992.9618403194, 4244386.277165048 3206253.284049566, 4244443.809566317 3206384.3108298793, 4244436.045068348 3206480.9199464116, 4244451.828145737 3206647.4851222844, 4244440.181276768 3206792.3994084233, 4244320.187038772 3207317.542459745, 4244631.147451731 3207682.8564191656, 4244855.338015406 3207555.0218543117, 4245085.306918827 3207476.2684397288, 4245264.640930317 3207422.6156887542, 4245376.692114318 3207480.237388575, 4245622.100985012 3207451.340240977, 4245718.71190672 3207459.1033180584, 4245755.372921709 3207607.901434771, 4245793.586655374 3207737.3776023337, 4245901.757465542 3207843.304591176, 4246070.224457662 3207924.905718528, 4246263.447958468 3207940.4307625806, 4246426.911845973 3207963.2878163974, 4246931.193874993 3208101.037572981, 4247037.97663611 3207740.121036881, 4246973.88146966 3207569.6722542006, 4246776.777807973 3207602.455177715, 4246373.338625107 3207540.8720608368, 4246296.049630469 3207534.6623304044, 4246302.342570356 3207214.293518834, 4246406.715322176 3207125.4447890385, 4246572.505881785 3207119.3177317316, 4246670.668939004 3207107.7572081257, 4246725.1834921 3207034.3493873123, 4246713.622826364 3206936.1864945283, 4246688.520412177 3206885.5528126233, 4246674.631360195 3206816.3732391396, 4246682.39280173 3206719.7629555943, 4246765.890008215 3206648.683892873, 4247030.617932886 3206621.3337540734, 4247179.413565141 3206584.669845919, 4247380.394346819 3206503.5807415084, 4247870.429075653 3206455.4316736353, 4248054.414685974 3206343.8056019885, 4248293.61230255 3206392.186675012, 4248379.084955466 3206175.4147024914, 4248504.677913977 3206185.5011085276, 4248431.419008641 3205644.8377854996, 4248332.982629413 3205296.6201449153, 4248273.115290965 3205194.5804322087, 4248390.67186203 3204941.496371015, 4248746.570908159 3204989.523482111, 4248928.223787764 3204906.8792303614, 4248848.682637828 3204686.583513495, 4248791.142221795 3204555.5627914113, 4248723.165457415 3204433.4272790365, 4248596.097526379 3204199.5933252987, 4248456.617433422 3204120.331236019, 4248230.616725663 3203907.7217654777, 4248176.957237196 3203728.3990173833, 4248115.189044475 3203528.9796581673, 4248109.057139893 3203363.1976982793, 4248152.003880389 3203191.634731985, 4248275.688822602 3203104.3388873166, 4248458.888334699 3203002.376482763, 4248615.432981924 3202869.1047860417, 4248671.493115781 3202776.3781924145, 4248754.631388197 3202588.598014737, 4248813.018209297 3202466.8901605452, 4248310.673461938 3202426.551270121, 4248113.456796131 3201613.4516561637, 4247733.174676873 3201748.1967035485, 4247310.370338957 3201928.1379103917, 4247105.52405951 3202057.5250434307, 4246973.731519992 3202124.7207498774, 4246738.350924127 3202271.09988742, 4246628.554739448 3202427.566734209, 4246392.476855542 3202340.543059229, 4246035.042522029 3202311.828364856, 4245963.968347712 3202228.3365548854, 4245760.75397359 3202095.337713385, 4245685.799675346 3202060.1476241257, 4245585.315593237 3202100.6878498015, 4245525.371463261 3202241.7122627394, 4245452.315752109 3202303.9015725586, 4245307.410387593 3202292.258742761, 4245255.227588184 3202336.6795235532, 4245192.953879152 3202506.685154123, 4245129.127336969 3202696.0119211017, 4244942.043622136 3202846.266454327, 4244906.8521798635 3202921.221063992, 4244868.037948305 3203404.2443470713, 4244925.828343538 3203895.034044257, 4244692.077621438 3203779.020550321))",26536298.984281775,26.536298984281775,POINT (4221373.628709312 3182453.5646354863)
SOUTHEAST,ALBO,FÅGELTOFTA,FÅGELTOFTA,454,512,483.0,,,,"POLYGON ((4244692.077621438 3203779.020550321, 4244925.828343538 3203895.034044257, 4244868.037948305 3203404.2443470713, 4244906.8521798635 3202921.221063992, 4244942.043622136 3202846.266454327, 4245129.127336969 3202696.0119211017, 4245192.953879152 3202506.685154123, 4245255.227588184 3202336.6795235532, 4245307.410387593 3202292.258742761, 4245452.315752109 3202303.9015725586, 4245525.371463261 3202241.7122627394, 4245585.315593237 3202100.6878498015, 4245685.799675346 3202060.1476241257, 4245760.75397359 3202095.337713385, 4245963.968347712 3202228.3365548854, 4246035.042522029 3202311.828364856, 4246392.476855542 3202340.543059229, 4246628.554739448 3202427.566734209, 4246738.350924127 3202271.09988742, 4246973.731519992 3202124.7207498774, 4247105.52405951 3202057.5250434307, 4247310.370338957 3201928.1379103917, 4247733.174676873 3201748.1967035485, 4248113.456796131 3201613.4516561637, 4248001.9109123135 3201186.42124308, 4248004.312330395 3200914.3822243502, 4247992.398736251 3200699.52978921, 4247983.16337841 3200572.3955407613, 4248035.3431884935 3200527.973396432, 4248247.091774541 3200554.7000737814, 4248375.001586745 3200535.8038895866, 4248492.47545598 3200525.791971047, 4248515.746264914 3200235.9863331984, 4248519.696462254 3199944.6305316957, 4248539.088294103 3199703.127753839, 4248658.958709702 3199421.08200618, 4248754.078618575 3199205.106027, 4248722.842237509 3198988.707557257, 4248622.434943117 3198786.2003529146, 4248589.647742613 3198589.1231026985, 4248556.860655775 3198392.0464265803, 4248491.215888728 3198240.9428778156, 4248130.697596038 3198250.8831540616, 4248037.977300306 3198194.826912976, 4247997.434935092 3198094.3498234483, 4247875.311037774 3198162.320233248, 4247774.833836933 3198202.8623286537, 4247674.356534565 3198243.4042851226, 4247600.956409673 3198188.8989955657, 4247539.543527376 3198106.189914317, 4247427.153769633 3197931.8879008098, 4247411.787566505 3197638.991012898, 4247147.5205031065 3197539.99110416, 4246937.333581415 3197493.9440597678, 4246562.505122372 3197561.0591270733, 4246411.479930505 3197383.6538042566, 4246293.662874711 3197276.970130039, 4246028.971764972 3197304.318601953, 4245797.915477121 3197276.0359099293, 4245743.40926362 3197349.4334363937, 4245585.321983714 3197502.008206909, 4245418.779107058 3197517.7949117506, 4245150.636072304 3197467.08638528, 4244839.198256435 3197471.2304771263, 4244495.676982296 3197511.6833324656, 4244317.922173004 3197546.010507232, 4244089.885275524 3197722.1274325917, 4243919.805445083 3197902.9014348025, 4243635.704824033 3198171.7333970517, 4243314.859170003 3198534.8334952192, 4243307.095565043 3198631.431264339, 4243384.284533956 3198880.6899263007, 4243480.793656158 3199131.502198446, 4243513.565906192 3199328.581428553, 4243500.367795039 3199492.799697656, 4243384.35920989 3199726.534046299, 4243243.25191945 3199909.6398319495, 4243140.440954766 3199979.1553297923, 4242893.506756919 3200027.3639245853, 4242815.792837237 3200147.508254565, 4242771.283164145 3200338.3786276053, 4242709.782633784 3200498.716378487, 4242603.864182845 3200606.871600317, 4242426.100899468 3200641.194126889, 4242122.321429161 3200791.7776800096, 4241890.384786465 3201016.193586631, 4241510.098770035 3201150.9015825666, 4241024.80670358 3201986.9132133205, 4241069.363613932 3202641.916230982, 4241233.58824989 3202655.121692629, 4241326.307191725 3202711.1908621658, 4241517.182787764 3202755.706883477, 4241681.747574197 3202885.6118689543, 4241826.65246654 3202897.262597238, 4241884.177698433 3203028.28396196, 4242204.331127243 3203520.720162892, 4242739.632307929 3203272.068925572, 4242878.386373895 3204206.899704973, 4243301.463256376 3204386.753995766, 4243473.641861102 3203817.215794593, 4243666.690756369 3203229.9135604454, 4243744.4977834765 3202866.700117918, 4243970.568791582 3202836.2558100577, 4244248.735152629 3203004.4534997414, 4244225.443890752 3203294.2668023813, 4244377.505803983 3203821.801031623, 4244526.29572811 3203785.143807671, 4244692.077621438 3203779.020550321))",26536298.984281775,26.536298984281775,POINT (4221373.628709312 3182453.5646354863)
SOUTHEAST,ALBO,RAVLUNDA,RAVLUNDA,434,489,461.5,,,,"POLYGON ((4248791.142221795 3204555.5627914113, 4248848.682637828 3204686.583513495, 4248928.223787764 3204906.8792303614, 4249134.556247566 3205001.2326472546, 4249418.176325791 3205101.791346108, 4249538.337882853 3205179.501634504, 4249549.902738252 3205277.6620020233, 4249518.9454344055 3205421.024326202, 4249605.470677975 3205554.373469309, 4249879.785990268 3205770.863127074, 4250028.5098694 3205977.26928582, 4249996.0017251745 3206139.9554722128, 4249900.872971914 3206355.9543712307, 4249993.605321539 3206412.016447148, 4250153.965450644 3206473.5080077737, 4250292.676825655 3206562.431350304, 4250312.352631532 3206680.6916373097, 4250316.162282688 3206875.465686067, 4250457.201517306 3206935.405852718, 4250679.408382849 3206953.244655733, 4250970.79482679 3206957.189222644, 4251259.07944857 3206999.7773236507, 4251465.422049972 3207094.1277917963, 4251776.488022505 3207216.330205157, 4252018.019193813 3207235.715722832, 4252234.443694137 3207204.467988339, 4252475.975156599 3207223.8518801387, 4252544.736641952 3207336.3285856126, 4252554.755219276 3207453.814755818, 4252668.722328642 3207608.8137227343, 4252850.319389539 3207769.240061922, 4252991.363289173 3207829.176250828, 4252999.056759882 3207975.6474691574, 4252822.825962423 3207990.676237126, 4252614.152360449 3207925.312186005, 4252488.554628509 3207915.2326565795, 4252427.128028422 3207832.514278727, 4252415.5589757925 3207734.3501218446, 4252361.82471911 3207798.102665238, 4252241.5929683875 3207963.477818329, 4252087.367602627 3208067.7831516857, 4251859.308488358 3208243.951192539, 4251650.571040094 3208421.669759621, 4251505.584935476 3208653.1238377914, 4251346.703671483 3208815.3969435217, 4251168.91968172 3208849.744185378, 4250753.831343101 3208933.1063939435, 4250326.753744153 3209044.674703452, 4250101.014360042 3209191.853929753, 4249233.811020008 3209093.048213241, 4249084.936139085 3209372.8055055006, 4249163.705745848 3209602.7785192626, 4249695.160991841 3209402.3604294173, 4249890.7181814695 3209388.8915969734, 4249846.2181704035 3209579.794457069, 4249730.208018077 3209813.574958902, 4249554.251534298 3210188.4006625228, 4249375.965252334 3210592.212694804, 4249520.890042619 3210603.8507038495, 4249714.12323567 3210619.367576244, 4249823.8567034835 3210705.9708485776, 4249908.836416534 3210858.654385131, 4249945.507851956 3211007.4591832235, 4249924.560870511 3211268.3263316536, 4250036.623025048 3211325.9449304873, 4250125.482846013 3211430.320782109, 4250215.965473937 3211272.2767551015, 4250295.234368606 3211132.7806732976, 4250423.164436677 3211113.8801950444, 4250465.267306933 3211195.0530145136, 4250472.954734888 3211341.531207335, 4251058.092407218 3211320.4407078438, 4251025.296644213 3211123.3265962894, 4251213.1699914485 3210963.376345503, 4251479.755103512 3211276.4982794435, 4251722.786073147 3211519.661200875, 4251792.325275108 3211622.4843533062, 4252121.184657079 3211765.5709532984, 4252449.270121276 3211918.3183474955, 4252870.099732673 3212127.128808315, 4253106.221378629 3212214.147912871, 4253303.338083272 3212181.34552767, 4253558.009345609 3212279.5759446374, 4253699.063015539 3212339.515873639, 4253814.590505218 3212475.2013532505, 4253901.907535892 3212598.8990250803, 4254046.838594448 3212610.5282359044, 4254301.569519421 3212465.6543206354, 4254521.886916638 3212386.0884141414, 4254797.850704567 3212340.158938287, 4255014.291657827 3212308.9017177927, 4255232.643620096 3212375.0395704187, 4255336.9623091025 3212529.271964368, 4255429.707953956 3212585.33327627, 4255653.4866424855 3212583.8353455244, 4255523.798683173 3211776.045837619, 4255864.924087941 3206795.646693082, 4255919.429311395 3206722.2305311617, 4254047.941337798 3206173.452526044, 4254015.137336585 3205976.35412833, 4253719.933575494 3205777.6507230056, 4253380.302154189 3205526.7657417986, 4253103.649210637 3205339.272767887, 4252900.826496149 3205079.918096978, 4252735.039522575 3205086.0611565528, 4252460.656132688 3205112.658721393, 4251985.36179992 3204977.283646269, 4251460.21442255 3204857.35051347, 4251068.350450542 3204893.9591634576, 4250921.176039641 3204668.2367486837, 4250602.367945492 3204642.6450741403, 4250496.45299968 3204750.819947961, 4250430.378119868 3204726.0693873344, 4250349.213492281 3204768.169182421, 4250189.632543885 3204697.019278032, 4250075.675674961 3204542.024124964, 4249965.1752138445 3204465.0911933505, 4249753.060213043 3204321.661563176, 4249586.500122223 3204337.4578555007, 4249447.794026181 3204248.5366889206, 4249246.821937648 3204329.6304268953, 4248723.165457415 3204433.4272790365, 4248791.142221795 3204555.5627914113))",26536298.984281775,26.536298984281775,POINT (4221373.628709312 3182453.5646354863)
